Formatted Date,Temperature (C)
2006-04-29 03:00:00.000,10.13888889
2006-04-29 04:00:00.000,10.62777778
2006-04-29 05:00:00.000,10.60555556
2006-04-29 06:00:00.000,10.07222222
2006-04-29 07:00:00.000,11.16111111
2006-04-29 08:00:00.000,12.88888889
2006-04-29 09:00:00.000,15.05
2006-04-29 10:00:00.000,15.16111111
2006-04-29 11:00:00.000,16.27222222
2006-04-29 12:00:00.000,17.8
2006-04-29 13:00:00.000,17.93888889
2006-04-29 14:00:00.000,18.85555556
2006-04-29 15:00:00.000,17.98888889
2006-04-29 16:00:00.000,17.96111111
2006-04-29 17:00:00.000,17.36111111
2006-04-29 18:00:00.000,16.25
2006-04-29 19:00:00.000,14.12222222
2006-04-29 20:00:00.000,12.95
2006-04-29 21:00:00.000,12.24444444
2006-04-29 22:00:00.000,11.68888889
2006-04-29 23:00:00.000,11.15555556
2006-04-03 00:00:00.000,9.216666667
2006-04-03 01:00:00.000,8.683333333
2006-04-03 02:00:00.000,9.188888889
2006-04-03 03:00:00.000,8.594444444
2006-04-03 04:00:00.000,7.505555556
2006-04-03 05:00:00.000,6.216666667
2006-04-03 06:00:00.000,5.855555556
2006-04-03 07:00:00.000,5.933333333
2006-04-03 08:00:00.000,10.40555556
2006-04-03 09:00:00.000,12.54444444
2006-04-03 10:00:00.000,13.86111111
2006-04-03 11:00:00.000,15.97777778
2006-04-03 12:00:00.000,17.26666667
2006-04-03 13:00:00.000,17.84444444
2006-04-03 14:00:00.000,16.42777778
2006-04-03 15:00:00.000,17.77777778
2006-04-03 16:00:00.000,17.84444444
2006-04-03 17:00:00.000,17.3
2006-04-03 18:00:00.000,15.18333333
2006-04-03 19:00:00.000,13.00555556
2006-04-03 20:00:00.000,12.69444444
2006-04-03 21:00:00.000,12.19444444
2006-04-03 22:00:00.000,12.08333333
2006-04-03 23:00:00.000,10.61666667
2006-04-30 00:00:00.000,11.6
2006-04-30 01:00:00.000,11.02222222
2006-04-30 02:00:00.000,11.88888889
2006-04-30 03:00:00.000,10.41666667
2006-04-30 04:00:00.000,10.3
2006-04-30 05:00:00.000,9.483333333
2006-04-30 06:00:00.000,9.772222222
2006-04-30 07:00:00.000,10.93333333
2006-04-30 08:00:00.000,11.65555556
2006-04-30 09:00:00.000,13.93888889
2006-04-30 10:00:00.000,15.02777778
2006-04-30 11:00:00.000,16.03888889
2006-04-30 12:00:00.000,15.22777778
2006-04-30 13:00:00.000,16.20555556
2006-04-30 14:00:00.000,17.3
2006-04-30 15:00:00.000,17.77777778
2006-04-30 16:00:00.000,17.8
2006-04-30 17:00:00.000,17.26111111
2006-04-30 18:00:00.000,17.2
2006-04-30 19:00:00.000,15.02222222
2006-04-30 20:00:00.000,13.92777778
2006-04-30 21:00:00.000,12.36666667
2006-04-30 22:00:00.000,12.29444444
2006-04-30 23:00:00.000,12.78888889
2006-04-04 00:00:00.000,9.533333333
2006-04-04 01:00:00.000,9.972222222
2006-04-04 02:00:00.000,4.911111111
2006-04-04 03:00:00.000,7.916666667
2006-04-04 04:00:00.000,7.383333333
2006-04-04 05:00:00.000,7.972222222
2006-04-04 06:00:00.000,8.816666667
2006-04-04 07:00:00.000,8.794444444
2006-04-04 08:00:00.000,7.888888889
2006-04-04 09:00:00.000,7.8
2006-04-04 10:00:00.000,7.822222222
2006-04-04 11:00:00.000,7.944444444
2006-04-04 12:00:00.000,8.077777778
2006-04-04 13:00:00.000,10.22777778
2006-04-04 14:00:00.000,11.36111111
2006-04-04 15:00:00.000,12.45
2006-04-04 16:00:00.000,12.91666667
2006-04-04 17:00:00.000,12.55
2006-04-04 18:00:00.000,12.38333333
2006-04-04 19:00:00.000,10.22777778
2006-04-04 20:00:00.000,9.227777778
2006-04-04 21:00:00.000,7.827777778
2006-04-04 22:00:00.000,6.677777778
2006-04-04 23:00:00.000,6.122222222
2006-04-05 00:00:00.000,5.327777778
2006-04-05 01:00:00.000,4.355555556
2006-04-05 02:00:00.000,9.272222222
2006-04-05 03:00:00.000,4.261111111
2006-04-05 04:00:00.000,3.216666667
2006-04-05 05:00:00.000,3.905555556
2006-04-05 06:00:00.000,2.711111111
2006-04-05 07:00:00.000,3.816666667
2006-04-05 08:00:00.000,6.883333333
2006-04-05 09:00:00.000,8.938888889
2006-04-05 10:00:00.000,11.20555556
2006-04-05 11:00:00.000,12.85
2006-04-05 12:00:00.000,13.96111111
2006-04-05 13:00:00.000,14.97777778
2006-04-05 14:00:00.000,14.02777778
2006-04-05 15:00:00.000,15.02222222
2006-04-05 16:00:00.000,15.04444444
2006-04-05 17:00:00.000,15.08888889
2006-04-05 18:00:00.000,14.95
2006-04-05 19:00:00.000,13.81666667
2006-04-05 20:00:00.000,12.91666667
2006-04-05 21:00:00.000,13.83888889
2006-04-05 22:00:00.000,12.75555556
2006-04-05 23:00:00.000,12.65
2006-04-06 00:00:00.000,11.68888889
2006-04-06 01:00:00.000,10.62777778
2006-04-06 02:00:00.000,5.666666667
2006-04-06 03:00:00.000,10.05
2006-04-06 04:00:00.000,9.977777778
2006-04-06 05:00:00.000,9.777777778
2006-04-06 06:00:00.000,8.661111111
2006-04-06 07:00:00.000,7.55
2006-04-06 08:00:00.000,7.233333333
2006-04-06 09:00:00.000,6.044444444
2006-04-06 10:00:00.000,6.094444444
2006-04-06 11:00:00.000,6.116666667
2006-04-06 12:00:00.000,6.066666667
2006-04-06 13:00:00.000,6.038888889
2006-04-06 14:00:00.000,6.888888889
2006-04-06 15:00:00.000,7.061111111
2006-04-06 16:00:00.000,6.038888889
2006-04-06 17:00:00.000,6.072222222
2006-04-06 18:00:00.000,5.044444444
2006-04-06 19:00:00.000,5.022222222
2006-04-06 20:00:00.000,5.033333333
2006-04-06 21:00:00.000,5
2006-04-06 22:00:00.000,4.977777778
2006-04-06 23:00:00.000,4.933333333
2006-04-07 00:00:00.000,4.466666667
2006-04-07 01:00:00.000,4.444444444
2006-04-07 02:00:00.000,4.011111111
2006-04-07 03:00:00.000,4.905555556
2006-04-07 04:00:00.000,4.883333333
2006-04-07 05:00:00.000,4.388888889
2006-04-07 06:00:00.000,4.838888889
2006-04-07 07:00:00.000,4.811111111
2006-04-07 08:00:00.000,4.944444444
2006-04-07 09:00:00.000,7.2
2006-04-07 10:00:00.000,7.777777778
2006-04-07 11:00:00.000,8.727777778
2006-04-07 12:00:00.000,8.983333333
2006-04-07 13:00:00.000,10
2006-04-07 14:00:00.000,10.09444444
2006-04-07 15:00:00.000,11.06111111
2006-04-07 16:00:00.000,10.13888889
2006-04-07 17:00:00.000,11.01111111
2006-04-07 18:00:00.000,10.11666667
2006-04-07 19:00:00.000,7.916666667
2006-04-07 20:00:00.000,7.333333333
2006-04-07 21:00:00.000,5.05
2006-04-07 22:00:00.000,3.933333333
2006-04-07 23:00:00.000,4.094444444
2006-04-08 00:00:00.000,3.8
